,omaz,idx,btap,dmaz,atap,tod,utility,transit_type
2179816,531,7771,1607,18694,344,PM,-1.79824743327,local_bus
2325149,14574,8580,259,20054,526,AM,-1.79795516658,local_bus
706982,19932,2040,588,22742,2097,PM,-1.79680318377,local_bus
1157114,14198,3508,338,12508,745,PM,-1.79664271672,local_bus
2473371,15537,9360,778,22722,2097,PM,-1.79536590136,local_bus
121359,18881,331,564,13589,707,AM,-1.79495360157,local_bus
2351277,4237,8696,1556,22566,1776,PM,-1.79409285582,local_bus
2321687,3983,8561,1556,9827,1462,AM,-1.79364802107,local_bus
1915153,4673,6487,2491,1700,2118,PM,-1.79302942109,local_bus
250719,5345,676,1556,9013,1756,PM,-1.79296944357,local_bus
779199,6024,2271,1556,13912,678,PM,-1.79288508492,local_bus
1410724,15175,4442,778,7637,2167,PM,-1.79245651561,local_bus
2547073,6572,9786,1443,6302,1192,AM,-1.79098330332,local_bus
618274,6918,5436,2466,17433,252,PM,-1.79039420841,local_bus
1352233,11105,4221,1419,9041,1756,PM,-1.78967215155,local_bus
26549,5075,69,731,406,1563,AM,-1.78848920382,local_bus
1902118,18475,6410,393,12631,693,PM,-1.78794686611,local_bus
2092685,3844,7339,1556,8445,2378,PM,-1.78743334932,local_bus
819562,10125,2426,1419,5576,1265,AM,-1.78693919805,local_bus
228015,13819,597,689,12558,808,PM,-1.78671804957,local_bus
316666,14507,869,288,11182,1201,AM,-1.78620288324,local_bus
2091814,4995,7331,731,15609,10,AM,-1.78617006057,local_bus
1391763,5631,4379,1460,3378,1850,PM,-1.78615019241,local_bus
1855307,10113,6218,1419,18791,351,PM,-1.7857222608,local_bus
1551562,7054,6242,2466,296,1672,AM,-1.78519382241,local_bus
1937894,13239,6611,777,19547,622,AM,-1.78442544545,local_bus
1246857,11269,3828,1145,6691,1382,PM,-1.78406639457,local_bus
836933,5387,2475,1556,13116,845,PM,-1.78392733782,local_bus
13939,16885,9728,307,16612,1067,AM,-1.78351704979,local_bus
991954,1197,2964,1841,20493,714,PM,-1.78344949504,local_bus
673712,11272,3811,1145,19931,561,PM,-1.78309920057,local_bus
1080085,14868,3262,228,17794,302,AM,-1.78250197032,local_bus
1274325,11224,3935,1145,15684,15,AM,-1.78217932482,local_bus
240249,2043,642,2144,5310,1178,AM,-1.78158061672,local_bus
352056,22978,953,2326,20065,645,PM,-1.7814095035,local_bus
923314,17622,8509,337,9112,1943,AM,-1.7812200258,local_bus
2399170,5206,8957,1556,13749,713,AM,-1.78073945232,local_bus
1799660,12387,5990,731,2963,1761,PM,-1.78073785182,local_bus
602912,1654,1716,2242,8508,2291,PM,-1.78065998002,local_bus
2289288,8604,8375,2177,855,1698,PM,-1.78054090186,local_bus
442960,10293,1239,1419,17475,276,PM,-1.7794735956,local_bus
416312,6312,3283,731,10374,443,PM,-1.77914863032,local_bus
2260582,19067,8228,564,15531,58,AM,-1.77910258182,local_bus
880892,11758,2598,564,19356,567,PM,-1.77817046757,local_bus
1081210,10760,3271,1223,8752,1689,AM,-1.77764446563,local_bus
115531,4379,313,777,12913,660,AM,-1.77745930745,local_bus
2444715,7121,9783,2465,6130,1343,PM,-1.77705199416,local_bus
1074114,11683,3247,824,7870,2163,PM,-1.77679282107,local_bus
1785175,17615,5954,337,4659,994,PM,-1.77657123427,local_bus
713414,18216,2070,307,16589,194,AM,-1.77655831962,local_bus
2337447,11780,8627,747,16653,103,AM,-1.77609860007,local_bus
1757312,15060,5808,460,8711,2182,PM,-1.77565057279,local_bus
1952253,19960,6668,588,9929,1502,PM,-1.77455858614,local_bus
632616,2875,1812,2146,15361,32,PM,-1.77352030627,local_bus
220111,3935,5291,1556,18469,470,AM,-1.77326484207,local_bus
1261325,13786,3884,2326,13795,639,AM,-1.7725761655,local_bus
663913,7293,1898,2392,9984,1469,PM,-1.77243647847,local_bus
1793868,5425,5977,1556,14940,105,AM,-1.77241068132,local_bus
1055635,4864,3181,731,3184,1704,AM,-1.77191119857,local_bus
2430067,9209,9136,1841,15679,10,PM,-1.77139598832,local_bus
1055276,8706,3180,2285,10597,1365,PM,-1.77093647532,local_bus
590779,2676,1674,2146,12701,765,PM,-1.77072468652,local_bus
59219,14763,7950,226,6521,1411,AM,-1.76925307887,local_bus
1855540,10113,7866,1419,312,1674,PM,-1.7692222608,local_bus
233805,14669,2002,246,6619,1411,PM,-1.76899696254,local_bus
270267,9369,718,1841,9100,1928,PM,-1.76869095034,local_bus
1418078,2645,4474,2144,906,1583,AM,-1.7679195918,local_bus
21516,18059,3184,2326,15679,10,PM,-1.76787148548,local_bus
745418,3320,2167,1556,231,1646,PM,-1.76749169382,local_bus
1439909,11084,4548,1143,14876,153,PM,-1.76712224607,local_bus
456173,4214,5900,1669,19065,355,AM,-1.76665598307,local_bus
1845122,18093,6166,2326,5362,1259,AM,-1.76638754748,local_bus
302971,3669,822,1556,6452,1383,PM,-1.76570250762,local_bus
1756484,345,5803,1238,20202,717,AM,-1.76568282664,local_bus
1431843,11182,4515,1143,12617,798,PM,-1.76501350782,local_bus
121783,758,332,1333,7894,2185,AM,-1.76486928357,local_bus
383260,11170,1050,1223,1311,1970,AM,-1.76466356148,local_bus
285676,13597,8488,689,12021,818,AM,-1.76443191934,local_bus
2111140,4263,7416,1556,2968,1780,AM,-1.76406441957,local_bus
2360242,3865,8746,1556,19341,567,PM,-1.76387288907,local_bus
1164606,5753,3545,1669,7033,2475,AM,-1.76351147472,local_bus
707091,18164,2042,2326,11062,1206,AM,-1.76270886048,local_bus
2561530,6793,9870,1764,5869,1544,PM,-1.76250437495,local_bus
1760056,3992,9614,1556,18866,417,PM,-1.76179077507,local_bus
2518955,8640,9629,2177,9543,1533,PM,-1.76171590186,local_bus
1624805,14244,5251,2326,17513,278,AM,-1.76139989005,local_bus
1619754,3730,5224,1556,6225,1460,PM,-1.76101265907,local_bus
281103,4923,8278,2491,620,1551,AM,-1.76063220884,local_bus
2407832,3437,9016,1556,17656,293,PM,-1.76022335082,local_bus
2431127,5946,9148,1556,6134,1343,AM,-1.75999913532,local_bus
1237861,2240,3786,1333,18545,598,AM,-1.75974124617,local_bus
1223824,18711,3728,564,12139,821,PM,-1.75937240832,local_bus
1210594,4476,3680,824,9600,1525,AM,-1.75921023057,local_bus
2231053,19218,9850,498,8626,2181,PM,-1.75775544736,local_bus
1010607,3928,3043,1556,14096,323,AM,-1.75676314632,local_bus
1188370,4665,3604,924,3510,1650,PM,-1.75661813684,local_bus
1452338,18181,4598,307,1442,2076,AM,-1.75659961609,local_bus
1096045,13780,3318,686,19528,612,AM,-1.75632778054,local_bus
197486,2648,526,1977,7865,2163,PM,-1.75627807402,local_bus
548478,13033,1547,655,8342,2353,PM,-1.75564674582,local_bus
464579,4856,1689,924,2922,1761,PM,-1.75476591509,local_bus
1068846,4124,3225,1556,10307,1437,AM,-1.75472201082,local_bus
298405,10976,5221,1223,10523,1346,PM,-1.75443930048,local_bus
837270,8380,2479,2466,3484,1356,AM,-1.75443522741,local_bus
943334,182,2809,1764,10480,1346,AM,-1.7542971371,local_bus
1468028,1856,4644,1985,7363,2282,AM,-1.75406576082,local_bus
2034716,4165,7064,1556,16564,62,PM,-1.75379454582,local_bus
2351120,4957,8693,2491,7310,2397,PM,-1.75209504434,local_bus
2252187,12447,8159,824,18022,1150,PM,-1.75195795594,local_bus
332833,5002,998,824,2347,1916,AM,-1.75165978332,local_bus
2437045,3455,9174,1556,13430,740,AM,-1.75000539207,local_bus
105223,10813,288,1443,6932,2449,AM,-1.74997720969,local_bus
2200346,2621,7847,2144,19933,561,AM,-1.74944535262,local_bus
1927773,16868,6556,307,11763,2048,AM,-1.74817890687,local_bus
1759769,9056,5827,1841,5457,1173,PM,-1.74786768162,local_bus
1822801,12359,6081,824,2192,1894,PM,-1.74761617257,local_bus
1262697,18126,3893,686,13244,795,PM,-1.74736366032,local_bus
1225827,4270,3737,1556,13987,647,AM,-1.74717277557,local_bus
1940096,8336,6625,2466,12818,765,AM,-1.74673756993,local_bus
948838,15518,8626,778,19194,463,PM,-1.74672865486,local_bus
939620,3770,2792,1556,20022,623,AM,-1.74661501632,local_bus
1326078,11658,4121,731,9050,1768,AM,-1.74618921882,local_bus
475793,9001,1357,1841,9640,1546,AM,-1.74600277474,local_bus
444094,11621,1246,824,7522,2047,AM,-1.74518342232,local_bus
1663555,20008,5403,564,17431,220,PM,-1.74495283557,local_bus
165165,3301,430,1595,22909,446,PM,-1.74467394245,local_bus
251241,5345,7746,1556,7023,849,PM,-1.74459444357,local_bus
2024513,4815,7012,2491,6828,2430,AM,-1.74458766809,local_bus
2170396,22939,7706,584,6530,1442,AM,-1.74372277195,local_bus
1389339,17778,5238,264,9038,1719,PM,-1.74325279341,local_bus
1385855,4045,4357,1556,6262,1351,PM,-1.74302324307,local_bus
375733,16469,1601,562,12189,860,PM,-1.74279987732,local_bus
939485,18753,2791,564,3234,1778,PM,-1.74216820332,local_bus
66512,4106,173,1556,17246,237,PM,-1.74170744907,local_bus
1414030,11565,8036,747,13486,708,PM,-1.74169000932,local_bus
1249796,6853,3840,2466,10873,2338,AM,-1.74162210696,local_bus
422114,6037,1185,1556,6630,1355,AM,-1.74087919534,local_bus
2149665,5091,7624,824,14156,327,PM,-1.74072229782,local_bus
1712757,11567,5602,824,5362,1259,AM,-1.74030046257,local_bus
1988463,14107,7289,337,10988,1183,AM,-1.73943733792,local_bus
135748,11650,368,824,18918,411,PM,-1.73930434857,local_bus
1222574,3354,3720,1556,4018,1151,PM,-1.73877411807,local_bus
18589,4779,4456,2401,4625,2401,PM,-1.73841174404,local_bus
2243243,4603,8093,731,13807,663,AM,-1.73796597102,local_bus
626723,1584,1791,2177,5245,1193,AM,-1.73791369786,local_bus
1611478,3873,5197,1556,6193,1524,AM,-1.73744399082,local_bus
866250,9366,8194,1841,1293,1744,AM,-1.73690809159,local_bus
1897768,18142,6382,2326,22579,1776,PM,-1.73510886048,local_bus
1739967,8208,5735,2359,4836,904,PM,-1.73488952187,local_bus
152420,19869,402,588,5122,913,AM,-1.73460828357,local_bus
1596940,8308,5143,2358,17957,339,PM,-1.73457691767,local_bus
669482,19559,7992,588,11559,744,AM,-1.73407504647,local_bus
451978,10902,4865,1145,10802,1170,AM,-1.73377617687,local_bus
784954,16461,2296,498,18564,412,PM,-1.73340785911,local_bus
1612880,4874,5505,924,5104,912,AM,-1.73332149584,local_bus
493638,1909,1401,1977,11993,769,AM,-1.73328418642,local_bus
956265,1681,2860,2177,13304,793,AM,-1.73327881036,local_bus
1569167,2163,5015,2146,14699,246,PM,-1.7332375131,local_bus
792672,7499,2318,2146,12763,721,AM,-1.73260251427,local_bus
2062486,7388,7209,2144,19206,1291,AM,-1.73160679402,local_bus
2090634,5019,8221,731,11080,1133,AM,-1.73127418857,local_bus
199886,2642,528,1977,17457,262,PM,-1.73061517777,local_bus
1594694,11803,5131,747,9331,1794,PM,-1.73025325737,local_bus
798221,3316,2342,1556,112,1648,AM,-1.72999169382,local_bus
209860,1699,559,27,14090,303,PM,-1.72970815324,local_bus
324226,3646,1199,1556,17053,154,AM,-1.72916650122,local_bus
237354,4437,629,747,9964,1469,AM,-1.72904472057,local_bus
1675524,2695,5432,2146,12180,851,AM,-1.72796155102,local_bus
1908650,4989,6451,924,10433,1433,PM,-1.72719208784,local_bus
1612778,4874,5199,2491,18584,445,AM,-1.72717149584,local_bus
1324432,6361,4115,1460,541,1558,AM,-1.72705006641,local_bus
239490,4104,638,1556,5437,1175,AM,-1.72670744907,local_bus
1600785,5410,5155,1556,18805,351,AM,-1.72643568132,local_bus
713953,12459,9777,731,1726,2118,PM,-1.72637517882,local_bus
1266548,4333,3906,1556,5994,1452,AM,-1.72636484757,local_bus
1835901,19189,6976,498,7058,849,PM,-1.72555402584,local_bus
2553819,13014,9831,498,15024,289,PM,-1.72540840861,local_bus
953489,541,2849,1238,6375,1211,PM,-1.72521358894,local_bus
2013166,19976,6962,564,13853,679,PM,-1.72367418807,local_bus
203357,3980,537,1556,19302,516,PM,-1.72335198882,local_bus
1585364,8707,7886,2280,22646,1844,AM,-1.72256147532,local_bus
1447178,2248,4579,1333,12548,771,AM,-1.72130986729,local_bus
2230719,4382,8010,777,9008,1756,AM,-1.7209426172,local_bus
40743,4454,9747,924,18469,470,AM,-1.71986256359,local_bus
1743851,3621,5746,1556,10301,1404,AM,-1.71962225382,local_bus
1294714,16471,6140,562,10811,1167,AM,-1.71869030682,local_bus
10902,17671,1728,264,12805,727,PM,-1.71858920916,local_bus
2225131,7185,7989,2439,6604,1451,PM,-1.71843355102,local_bus
1753267,6467,5786,1466,1662,2174,AM,-1.71825587037,local_bus
126152,2311,343,2146,13516,688,AM,-1.71805574752,local_bus
597668,4522,1698,2491,10759,1262,AM,-1.71706111537,local_bus
1439053,11847,4543,747,9865,1443,PM,-1.71680753787,local_bus
1555372,13197,4959,777,5026,885,AM,-1.716608681,local_bus
321901,3377,7768,1556,8893,1667,PM,-1.71613886907,local_bus
496726,17051,1406,460,592,1562,AM,-1.71536046882,local_bus
352108,22978,1550,2326,4205,1126,AM,-1.7153345035,local_bus
1475809,3672,4679,1556,6785,211,AM,-1.71402750762,local_bus
2202973,4134,7861,1556,825,1784,PM,-1.71369429132,local_bus
211054,2267,1509,1653,19073,365,AM,-1.71366094932,local_bus
1427463,5017,4501,824,7573,2170,AM,-1.71312418857,local_bus
1071712,17065,5623,778,18404,365,PM,-1.71247702516,local_bus
2574700,10880,9944,1145,12106,832,PM,-1.71183810604,local_bus
1211104,19557,3683,588,8540,2276,AM,-1.71165004647,local_bus
207541,11678,2569,824,12571,781,PM,-1.71139282107,local_bus
1492680,13494,4749,686,5915,1418,PM,-1.71126761727,local_bus
371220,12973,1010,393,22619,1806,PM,-1.71091554736,local_bus
2027811,17255,7030,264,8801,1799,AM,-1.71068460891,local_bus
288229,3746,6745,1556,64,1648,PM,-1.71018830667,local_bus
2101082,6822,7376,2438,15319,25,PM,-1.7099746428,local_bus
298968,20014,805,588,966,1592,AM,-1.70979728982,local_bus
1814517,1631,6047,2177,5087,895,AM,-1.70972332186,local_bus
427014,11381,1207,731,15187,71,AM,-1.70859504432,local_bus
1846304,6497,6173,1449,16927,102,PM,-1.70817880677,local_bus
35070,15160,84,228,7170,2441,PM,-1.70807176632,local_bus
651918,3217,1865,1556,9000,1756,PM,-1.70775686982,local_bus
1573206,12562,9076,731,19502,604,PM,-1.70739871084,local_bus
358696,3274,968,1764,4053,1267,AM,-1.7073702062,local_bus
217857,12850,579,686,14806,193,AM,-1.70707842807,local_bus
839259,4068,2487,1556,2521,2000,PM,-1.70643608907,local_bus
1722178,13770,5648,686,12192,860,PM,-1.70622778054,local_bus
944912,19015,8526,564,6032,1445,AM,-1.70604523227,local_bus
1325883,8474,6254,2466,1352,1960,PM,-1.70552175291,local_bus
1690216,17856,5499,309,4612,818,PM,-1.70496081169,local_bus
208664,7653,556,2144,9165,1929,AM,-1.70486006302,local_bus
956579,11370,2861,824,9457,739,PM,-1.70451007857,local_bus
1857852,22476,6222,1590,14843,189,PM,-1.70434067227,local_bus
2372390,4626,8807,2491,18467,452,AM,-1.70415523709,local_bus
784524,13741,2295,686,17554,253,AM,-1.70414763859,local_bus
1534382,6833,4863,2466,8564,2288,PM,-1.70406041983,local_bus
797796,11361,2336,731,11070,1096,AM,-1.70382584457,local_bus
1423561,5022,4486,824,19182,424,AM,-1.70318332107,local_bus
676803,6031,1940,1556,6761,1395,PM,-1.70293584004,local_bus
1358027,282,6642,1669,7930,2250,PM,-1.70245028727,local_bus
1805071,3345,6020,1556,9407,1634,AM,-1.70212353132,local_bus
413354,16473,1150,498,17278,232,AM,-1.70190785911,local_bus
224879,17993,590,2326,17653,274,AM,-1.70095172748,local_bus
2241274,22927,8070,2326,4627,2401,AM,-1.70079979548,local_bus
1345591,17521,4187,264,20202,717,AM,-1.70047268361,local_bus
2366124,19446,8781,655,11193,1201,PM,-1.69991722692,local_bus
336580,9070,8309,1841,14415,304,AM,-1.69978399557,local_bus
187947,5099,500,731,18580,458,PM,-1.69934328657,local_bus
1337026,18042,6672,2326,15358,50,AM,-1.69907994873,local_bus
656736,4534,1880,924,6588,1388,AM,-1.69882731824,local_bus
1835255,18971,6141,564,18472,470,PM,-1.69833360657,local_bus
1536721,11206,4872,1339,17301,192,AM,-1.69753601757,local_bus
1891539,16908,6356,778,13456,740,PM,-1.69734660661,local_bus
1856409,4818,6220,2491,8087,2276,PM,-1.69725445409,local_bus
1737382,2124,7318,2144,6659,1355,PM,-1.6969987605,local_bus
1355365,8735,4235,2280,19334,541,AM,-1.69671382557,local_bus
455987,14117,1289,337,13264,773,PM,-1.6966489902,local_bus
49667,13267,121,777,17652,364,PM,-1.69635470758,local_bus
2041460,6313,7092,731,47,1630,AM,-1.69499863032,local_bus
1189757,10208,6250,1419,3563,1650,PM,-1.69483368855,local_bus
2210270,8463,7911,2359,2785,1703,PM,-1.69441401057,local_bus
423554,7381,1193,2144,4315,1043,PM,-1.69440679402,local_bus
1388970,22594,4367,1598,9878,1443,AM,-1.69438490585,local_bus
661281,9648,1892,2388,13617,710,AM,-1.69400249481,local_bus
1505256,2486,4784,2144,19777,526,AM,-1.6933620267,local_bus
2468268,13882,9340,686,14001,639,AM,-1.69110125584,local_bus
2044096,12952,7107,686,17818,276,PM,-1.69094416557,local_bus
1702619,11633,9089,824,10891,1103,PM,-1.69019257857,local_bus
2272653,17790,8288,264,19390,622,PM,-1.69015279341,local_bus
1756093,15525,5799,778,19952,637,PM,-1.68950365486,local_bus
1496353,2382,4760,2144,17650,364,PM,-1.68911987175,local_bus
1540710,18975,4889,564,15454,32,PM,-1.68907352907,local_bus
2510593,7520,9583,2144,6754,1348,PM,-1.68822264802,local_bus
1686652,3582,6857,1556,12094,832,AM,-1.68804172654,local_bus
732876,10824,4208,1443,10539,1273,PM,-1.68780220969,local_bus
306813,18928,4197,564,15666,10,AM,-1.68770077272,local_bus
42342,19836,9441,564,17227,171,PM,-1.68748376232,local_bus
1412596,6358,8643,1460,13050,697,AM,-1.68735263466,local_bus
194231,17559,6613,264,8755,1689,PM,-1.68723721993,local_bus
2414003,13487,9049,689,9738,1634,PM,-1.68663903057,local_bus
515946,3711,1459,1556,22959,523,AM,-1.68595989732,local_bus
999650,6396,3004,1460,7371,2282,AM,-1.68525454491,local_bus
126955,18019,345,307,10540,1257,AM,-1.68515131257,local_bus
1780770,5204,5931,1556,14933,162,AM,-1.68509973807,local_bus
98834,6943,8942,2466,5769,1432,PM,-1.68465769191,local_bus
1403747,2083,9569,2144,18387,423,PM,-1.68447357997,local_bus
1102685,3268,8711,1764,3090,1733,PM,-1.6827702062,local_bus
846379,4732,2497,1669,1233,1529,AM,-1.68242621907,local_bus
2090784,17177,7327,778,8549,2276,PM,-1.68225334351,local_bus
2292485,2920,9506,1764,6601,1406,AM,-1.68214810528,local_bus
413183,14381,9166,337,17516,266,AM,-1.68196566727,local_bus
1644928,2913,7786,2144,1759,2160,AM,-1.68182594827,local_bus
256248,110,686,1764,16614,1067,PM,-1.68136913518,local_bus
1691933,18245,5512,393,18455,452,PM,-1.68128990686,local_bus
2390978,12659,8915,686,14458,277,AM,-1.68076252482,local_bus
1192581,13053,3624,686,9758,1532,AM,-1.68061626657,local_bus
722414,4718,2092,1669,9414,1726,AM,-1.68029041107,local_bus
774956,3365,2257,1556,5888,1494,AM,-1.67905773432,local_bus
2209017,22315,7902,1339,1258,1483,AM,-1.67825616057,local_bus
2425531,3606,9114,1556,12031,818,AM,-1.67804647932,local_bus
119018,22824,320,2177,4848,904,PM,-1.67789890096,local_bus
431598,10541,1217,1223,18079,608,PM,-1.67782072323,local_bus
2163009,18940,7673,564,12804,727,PM,-1.67769948559,local_bus
72075,16836,2141,778,4195,1126,PM,-1.67664359079,local_bus
840819,2696,2491,2144,9746,1553,PM,-1.67659372102,local_bus
2324691,5185,8578,1556,15165,76,PM,-1.67626920282,local_bus
1791443,1806,5968,1969,7220,2422,PM,-1.67560259839,local_bus
589672,572,1664,1238,3397,1850,PM,-1.67554441947,local_bus
753419,17978,2189,309,3641,2426,PM,-1.67546376439,local_bus
815288,4810,2401,924,5295,1178,AM,-1.67543641034,local_bus
459740,14922,5673,1801,14721,246,AM,-1.67478645897,local_bus
785141,1053,2299,1977,6373,1211,PM,-1.67475094162,local_bus
209735,19862,558,564,15681,15,AM,-1.67465540607,local_bus
1236969,5589,3778,1460,17872,305,PM,-1.67415658791,local_bus
2545409,1357,9776,1969,8866,1692,PM,-1.67384976724,local_bus
95497,11448,254,747,13484,708,PM,-1.67356119042,local_bus
472955,11581,1347,747,1124,1583,PM,-1.67291500932,local_bus
2297765,6990,8423,2439,12228,891,PM,-1.67232539677,local_bus
2040718,3501,7794,1556,13893,671,AM,-1.67128823757,local_bus
2305527,6617,8476,1449,4421,790,PM,-1.67128180774,local_bus
244874,14713,656,228,12922,1901,AM,-1.67127900904,local_bus
1963146,4840,6735,924,4654,957,AM,-1.67095398134,local_bus
2559857,5407,9863,1556,4890,987,AM,-1.67086828407,local_bus
798005,13585,2340,686,20022,623,AM,-1.67058790894,local_bus
1755841,8685,5798,2280,161,1340,AM,-1.67036449932,local_bus
1074840,359,3250,1238,17974,347,PM,-1.67003678382,local_bus
1782385,6343,8743,824,1817,2057,AM,-1.66973268432,local_bus
2203631,13524,7867,689,4978,911,AM,-1.66967992842,local_bus
2102516,10732,9358,1336,17531,266,AM,-1.66872849177,local_bus
309334,18626,848,564,3553,1650,PM,-1.66842624882,local_bus
893863,10900,6427,1145,3479,1778,AM,-1.66811126674,local_bus
1216088,2916,3700,1593,11651,891,AM,-1.66745694868,local_bus
2287886,22680,8363,731,184,1646,PM,-1.66645124232,local_bus
1945180,15243,6641,778,2774,1856,PM,-1.66565623261,local_bus
128865,7694,350,2144,9886,1358,PM,-1.66562838825,local_bus
2412114,11681,9036,747,8134,2324,PM,-1.66561581507,local_bus
1428093,11896,5604,747,10516,1346,PM,-1.66557301264,local_bus
172307,3254,445,1764,19813,637,PM,-1.66550561045,local_bus
271123,18500,721,498,4798,964,PM,-1.66527150661,local_bus
2266520,2323,8258,2144,3460,8,PM,-1.6650678315,local_bus
1953132,3380,6675,1556,19633,1284,PM,-1.66426054182,local_bus
400101,12453,1106,824,6978,2445,AM,-1.66413300747,local_bus
1495965,4057,4759,1556,22777,2168,PM,-1.66393282032,local_bus
1297223,4345,4022,1556,16960,121,PM,-1.66304196057,local_bus
1647177,4154,7934,1556,19337,538,AM,-1.66276707207,local_bus
2025638,3177,7943,1764,12344,851,AM,-1.66268473153,local_bus
1098969,18166,3330,2326,16858,102,AM,-1.66265886048,local_bus
102398,3391,279,1556,5625,1247,AM,-1.66218039507,local_bus
2404633,13932,9001,686,15178,67,PM,-1.66193966232,local_bus
402364,17119,1202,778,18190,388,PM,-1.66165280611,local_bus
1475316,13528,6077,686,7839,2163,AM,-1.66114968552,local_bus
2258156,3264,8201,1595,22997,608,AM,-1.66108061045,local_bus
2175416,14750,7743,1801,10486,1358,PM,-1.66084540557,local_bus
460458,22693,7938,824,1862,2056,AM,-1.66075534332,local_bus
773619,13242,2249,779,9742,1634,PM,-1.66051146185,local_bus
2161901,20068,7663,564,13774,710,PM,-1.66044141732,local_bus
1317116,4731,5135,1669,14436,304,AM,-1.66001698107,local_bus
2492550,12255,9487,731,17322,192,AM,-1.65991926057,local_bus
702331,18888,2024,562,10807,1182,PM,-1.65913304997,local_bus
2444561,7121,9199,2466,6639,1451,AM,-1.65855199416,local_bus
1696239,11926,7474,747,19440,588,PM,-1.65790293199,local_bus
1384003,19021,4351,564,18562,517,AM,-1.65788524227,local_bus
899223,18035,9558,2326,745,1652,AM,-1.65705505998,local_bus
1267060,11522,3908,747,3097,1014,AM,-1.65650963832,local_bus
1819587,6451,7936,1466,13333,773,AM,-1.65650025229,local_bus
838998,11519,2484,747,7206,2400,PM,-1.65643463832,local_bus
1034016,14455,3113,288,16864,127,PM,-1.65549696196,local_bus
949249,11509,2830,747,5744,1274,PM,-1.65503872857,local_bus
2542224,2385,9760,2144,16787,102,PM,-1.65469487175,local_bus
2362330,13293,8761,777,20208,717,AM,-1.65462427543,local_bus
417533,6334,1171,731,8368,2381,PM,-1.65432975732,local_bus
2006988,11552,6923,747,2544,2029,PM,-1.65394552932,local_bus
2106380,15030,7394,1801,14178,357,PM,-1.65379216212,local_bus
482350,12727,1375,655,10879,1063,AM,-1.65376827807,local_bus
460560,376,1301,1608,15283,106,PM,-1.65177498934,local_bus
624359,6941,1783,2465,19182,424,AM,-1.65104461941,local_bus
1573427,12932,5036,655,10676,1374,PM,-1.65087062607,local_bus
1063428,173,3198,1669,15887,170,AM,-1.65016383462,local_bus
516704,2330,6368,2144,4835,899,AM,-1.64998624702,local_bus
265049,18809,703,562,3378,1850,PM,-1.64941224102,local_bus
1166364,11416,3553,824,545,1559,PM,-1.64925043932,local_bus
863966,3182,2547,1764,18150,650,AM,-1.64903473153,local_bus
904271,15546,3296,778,14615,234,AM,-1.64776781236,local_bus
1441489,5418,4556,1556,2040,2067,PM,-1.64736217632,local_bus
389071,11234,1070,1145,15031,249,PM,-1.64698870932,local_bus
962846,13101,2876,777,6291,1192,PM,-1.64688250355,local_bus
802335,13030,2356,498,312,1674,AM,-1.64643340861,local_bus
2449689,8663,9229,2280,6873,2425,PM,-1.64597374782,local_bus
2347007,7771,8677,2144,13273,773,PM,-1.64591300362,local_bus
317925,5417,873,1556,17131,92,PM,-1.64578717632,local_bus
2552140,3698,9817,1556,6504,1410,PM,-1.64478489732,local_bus
819290,8409,2425,2359,14869,113,PM,-1.64430821982,local_bus
1389168,17778,4368,264,18216,345,AM,-1.64395279341,local_bus
2501585,6669,9546,2388,4199,1126,AM,-1.64367585576,local_bus
1941209,1081,6630,1608,13784,639,AM,-1.64360300974,local_bus
1123912,4969,3388,924,22860,2138,PM,-1.64331884009,local_bus
1361824,17661,4263,264,5491,1234,PM,-1.64263574316,local_bus
520766,13727,1471,686,18820,344,PM,-1.64246792374,local_bus
1253350,12776,3860,686,8131,2301,AM,-1.64245474182,local_bus
645963,3199,9653,1595,1487,2016,PM,-1.6418933018,local_bus
1790813,4916,5966,924,19545,622,AM,-1.64154185234,local_bus
55435,2501,140,2144,15613,10,AM,-1.64108037682,local_bus
1919342,2633,6504,2144,13737,684,PM,-1.64079536482,local_bus
2182256,22725,7791,2144,10502,1257,PM,-1.64032592152,local_bus
1966559,5361,6750,1556,12474,780,AM,-1.63996989357,local_bus
566381,8558,1667,2466,4818,884,AM,-1.63968636816,local_bus
381806,14719,1041,246,4293,1278,PM,-1.63942208566,local_bus
271895,12063,726,731,1301,1794,AM,-1.63937148252,local_bus
1353146,4405,4227,777,5994,1452,AM,-1.63898495195,local_bus
1199094,18981,3637,564,6353,1167,PM,-1.63787693524,local_bus
2096135,8898,7353,1419,22924,487,PM,-1.63674537255,local_bus
1899257,6936,6394,2466,13117,845,PM,-1.63618115316,local_bus
1243287,13795,5610,2326,13896,671,AM,-1.63593277735,local_bus
1660250,18699,5386,564,2214,1897,PM,-1.63558529382,local_bus
606749,10286,1730,1419,18842,417,PM,-1.63485670867,local_bus
2394309,11425,8938,747,8963,1689,PM,-1.63429810474,local_bus
1977739,1662,6803,2177,1093,1586,AM,-1.63401811561,local_bus
2113427,15263,7437,778,7466,2077,AM,-1.63372638211,local_bus
1528180,4147,4843,1556,5007,914,PM,-1.63351707207,local_bus
1294613,16471,4012,562,9241,1735,PM,-1.63289030682,local_bus
1133410,6381,3424,1460,9425,1728,PM,-1.63269704541,local_bus
1081132,5053,3270,731,6849,2459,PM,-1.63236473607,local_bus
1676468,3632,6782,1556,13532,688,PM,-1.63210825857,local_bus
431386,18448,1215,498,5308,1178,PM,-1.63209667854,local_bus
