,omaz,idx,btap,dmaz,atap,tod,utility,transit_type
1236157,18776,3769,564,16822,147,AM,-1.15789635754,local_bus
1261610,6414,3887,1460,8059,2250,AM,-1.15776053091,local_bus
530803,5326,1501,1556,3794,1363,AM,-1.15773997062,local_bus
9655,11321,18,1143,3818,1359,PM,-1.15773994407,local_bus
279033,2855,743,1764,19241,423,AM,-1.1576938712,local_bus
2174175,22675,7738,731,10977,1160,AM,-1.15758183432,local_bus
1759565,2224,5826,2144,2050,2069,AM,-1.15738873905,local_bus
1696190,11926,5528,747,18678,385,AM,-1.15705293199,local_bus
972865,3870,2915,1556,12870,678,PM,-1.15701899082,local_bus
260410,2565,697,2144,8271,2301,AM,-1.15697902687,local_bus
759024,19641,2207,564,17523,301,AM,-1.15696808524,local_bus
723746,11051,2098,1223,10825,1176,PM,-1.15676303448,local_bus
2523866,14151,9660,2326,2757,1813,PM,-1.15649972163,local_bus
346864,291,941,1669,7580,2176,PM,-1.15646331124,local_bus
2228780,9053,7998,1841,1033,1717,AM,-1.15626768162,local_bus
1972264,7696,6788,2144,6601,1406,PM,-1.15622838825,local_bus
336784,7440,918,2146,18925,451,PM,-1.15606552777,local_bus
674063,123,1930,1595,2045,2105,PM,-1.15602968308,local_bus
1875298,11848,6694,747,19094,365,PM,-1.15595753787,local_bus
1965974,8732,7985,2280,13676,701,AM,-1.15579389732,local_bus
308484,5439,846,1669,3780,1021,PM,-1.15568750457,local_bus
325259,2615,891,2144,14514,259,AM,-1.15487478742,local_bus
1199716,16958,3644,778,11473,823,PM,-1.15474758294,local_bus
849041,12849,2516,686,7744,2115,PM,-1.15470342807,local_bus
179212,8276,474,2358,20028,465,PM,-1.15386317404,local_bus
1471321,11150,4653,1143,19817,645,AM,-1.15352059122,local_bus
1720054,17735,8551,264,10225,1416,PM,-1.15253802591,local_bus
1228610,19353,3750,498,12081,860,PM,-1.15239286981,local_bus
402519,17119,3696,778,9785,1532,AM,-1.15172780611,local_bus
1202761,11728,3655,747,17953,330,PM,-1.15142793199,local_bus
977611,17487,2926,307,16791,102,PM,-1.15105884717,local_bus
776457,1628,2365,2242,9387,1721,AM,-1.1509971057,local_bus
499034,544,1413,1238,6561,1383,PM,-1.15099374372,local_bus
2202466,8267,7857,2359,13467,740,PM,-1.15079377752,local_bus
2133516,12158,7552,731,10618,1370,AM,-1.15070101857,local_bus
2432498,9006,9154,1841,12797,727,AM,-1.15042777474,local_bus
2577578,199,9957,1669,4917,1011,AM,-1.15033266147,local_bus
569136,18385,5910,393,2073,2105,AM,-1.15006278376,local_bus
2401314,14102,8975,337,4145,383,AM,-1.14993733792,local_bus
1003525,7925,3019,2242,13450,740,PM,-1.14955907745,local_bus
2024660,18431,7013,498,6555,1411,AM,-1.14954907569,local_bus
2031705,9963,9366,1419,7857,2163,PM,-1.1495251827,local_bus
485206,13341,1385,777,9764,1502,PM,-1.14855074045,local_bus
449089,17153,6206,778,18447,456,PM,-1.14818527111,local_bus
1054377,1955,3777,1985,19618,566,PM,-1.14770114089,local_bus
1491719,10696,4745,1419,8397,2320,AM,-1.1473832253,local_bus
201461,1377,531,1969,4140,356,PM,-1.14709155102,local_bus
1708394,18387,5582,498,19808,637,AM,-1.14659760294,local_bus
1959705,5935,6721,1556,12334,836,PM,-1.14656209354,local_bus
1793023,1392,6901,1841,587,1562,PM,-1.14632660449,local_bus
1046244,13076,3429,777,9242,1735,AM,-1.14632377145,local_bus
1537956,19947,4883,655,11630,944,PM,-1.14626865507,local_bus
1394413,2708,4385,2144,19214,463,PM,-1.14612963127,local_bus
2328272,14035,8585,686,10944,1115,AM,-1.14606979534,local_bus
1923734,6128,6525,1460,17928,301,AM,-1.14599885811,local_bus
571320,3430,1609,1556,16837,141,AM,-1.14592631907,local_bus
899928,2680,2659,2144,3002,1790,PM,-1.14583478512,local_bus
1748057,7352,7129,2392,4868,904,PM,-1.14578205852,local_bus
1851332,5805,6187,1669,11195,1201,AM,-1.14569926512,local_bus
2454128,6615,9253,1506,18853,473,PM,-1.14509471218,local_bus
1237278,1646,3780,2177,13452,740,PM,-1.14482675469,local_bus
1225506,19272,3734,498,13925,668,PM,-1.14431127481,local_bus
1476661,7813,4683,2177,14439,294,PM,-1.14400804981,local_bus
407984,1710,1130,1969,8197,2363,PM,-1.14388732324,local_bus
593417,1854,1681,1985,18883,433,AM,-1.14386576082,local_bus
2532648,19770,9707,564,6692,1395,AM,-1.14386356872,local_bus
2275725,9251,8306,1841,1637,2203,AM,-1.14377202882,local_bus
501567,17835,1416,307,12180,851,PM,-1.14369870124,local_bus
2278194,10525,9731,1443,19257,622,AM,-1.14363649047,local_bus
151945,5802,400,1669,7006,849,PM,-1.14346267819,local_bus
101644,11268,275,1145,3868,1367,AM,-1.14332221557,local_bus
2117350,1757,7459,1969,8861,1692,AM,-1.14284609607,local_bus
2254769,17365,8177,264,8684,2246,PM,-1.14279642238,local_bus
807554,8852,3175,1443,191,1737,AM,-1.14181140499,local_bus
667245,5584,1907,1669,12060,731,AM,-1.14135922834,local_bus
2441274,12085,9185,824,3063,1764,AM,-1.14093818764,local_bus
1794235,5425,6771,1556,1110,1539,PM,-1.14076068132,local_bus
1492016,10696,4891,1419,12086,809,AM,-1.1406332253,local_bus
1988690,13572,6833,686,10735,1310,AM,-1.14060511017,local_bus
1646986,13320,5341,777,6885,525,AM,-1.13997754243,local_bus
208281,5998,554,1556,14081,323,PM,-1.13975007544,local_bus
1535128,19564,6449,655,3604,1687,PM,-1.13897191527,local_bus
1442431,6376,4564,1460,17818,276,PM,-1.13867204541,local_bus
1094943,7257,3316,2438,17369,220,PM,-1.1376154965,local_bus
748389,17167,4578,778,18971,400,PM,-1.13746826919,local_bus
131978,13314,357,777,1751,2143,AM,-1.13698880915,local_bus
1498215,9884,4764,1443,10504,1257,AM,-1.13687245744,local_bus
2024788,7885,7015,2177,11156,1096,PM,-1.13683811889,local_bus
1944568,9958,6638,1419,2267,1802,PM,-1.13664092745,local_bus
2218529,17575,7958,264,8789,1799,PM,-1.13626577301,local_bus
644891,19266,9775,564,20222,717,PM,-1.13600712642,local_bus
202330,11009,5781,1143,19544,622,PM,-1.13588372854,local_bus
738658,20040,2149,564,1842,2020,AM,-1.13567120832,local_bus
2367866,7671,9758,2144,8181,2310,AM,-1.13556941932,local_bus
758346,7166,2206,2439,79,1648,AM,-1.13541056677,local_bus
2412855,5960,9046,1556,8950,1667,PM,-1.13514503269,local_bus
1305596,13301,4060,777,6699,1382,PM,-1.13497263883,local_bus
1482573,10319,4705,1419,3772,1305,AM,-1.134606723,local_bus
889489,7432,2625,2144,4654,957,AM,-1.13429029927,local_bus
2468732,3811,9347,1556,3104,1593,AM,-1.13401106082,local_bus
1779615,2888,5926,1669,5179,1038,AM,-1.13339311707,local_bus
1551947,208,4941,1669,7321,2437,AM,-1.13327000179,local_bus
1612366,7731,6404,2144,5979,1430,PM,-1.13262110175,local_bus
265207,18809,8176,562,1041,1762,PM,-1.13198724102,local_bus
2407158,8900,9009,1443,9314,1925,AM,-1.13196246432,local_bus
79178,6494,223,1466,6928,2448,PM,-1.13179392379,local_bus
2309716,8012,8499,2280,8567,2288,PM,-1.13146448029,local_bus
2004179,1141,7542,2388,15155,67,AM,-1.13136474111,local_bus
670974,19784,1919,564,17780,318,AM,-1.13132648832,local_bus
1020045,18152,3077,2326,10724,1344,AM,-1.13120886048,local_bus
1091882,7622,3308,2177,19378,590,AM,-1.13105311651,local_bus
1334439,3571,8465,1556,14977,218,AM,-1.13071722282,local_bus
2118759,5346,7467,1556,1931,1854,AM,-1.13049444357,local_bus
1051562,5569,3169,1669,4069,356,AM,-1.13022357282,local_bus
2236697,11343,8041,747,14358,337,AM,-1.13021681832,local_bus
2382147,12476,8864,747,17231,169,PM,-1.13003094582,local_bus
1483299,19630,9067,564,19200,1376,AM,-1.12997299774,local_bus
1474613,14336,4675,337,7360,2282,PM,-1.12983787792,local_bus
2129007,7320,7527,2392,6692,1395,PM,-1.12943006554,local_bus
1802080,10885,5999,1143,18330,403,PM,-1.12931497317,local_bus
885302,19163,6314,564,13057,697,PM,-1.12930294054,local_bus
1044815,18905,3147,564,7837,2163,AM,-1.12867164154,local_bus
2404213,9447,9000,2388,7340,2395,PM,-1.12861481173,local_bus
1081629,19901,6184,655,10749,1309,AM,-1.12848625444,local_bus
1829303,3521,6114,1556,2984,1780,PM,-1.12844252682,local_bus
1263448,3826,3896,1556,11885,747,AM,-1.12840660257,local_bus
1146690,12471,3485,824,7912,2213,PM,-1.12816271764,local_bus
248231,418,670,1238,9554,1579,AM,-1.12801904794,local_bus
392738,14498,1081,258,141,1737,PM,-1.12796076828,local_bus
28451,7280,73,2392,3924,1413,AM,-1.12759820382,local_bus
57425,9428,146,1841,10912,1115,PM,-1.12718267037,local_bus
1757643,18462,5810,393,6853,2480,AM,-1.12690596616,local_bus
633445,2885,1818,2144,3315,1899,AM,-1.1265533862,local_bus
1916537,7145,6494,2392,7308,2419,AM,-1.12627326064,local_bus
539825,1676,6543,2177,3200,1837,AM,-1.12608547486,local_bus
2143400,3868,7595,1556,329,1675,AM,-1.12589608932,local_bus
295567,6297,793,1460,8122,2310,AM,-1.12529420061,local_bus
2399309,8794,8958,1841,9608,1429,AM,-1.12517108607,local_bus
1150513,7937,3499,2242,2154,1961,AM,-1.12503407745,local_bus
2444012,19871,9198,564,2556,1951,PM,-1.12495239507,local_bus
655853,1776,1875,2177,13372,709,AM,-1.12488839311,local_bus
585109,9956,1651,1419,14559,277,PM,-1.1246251827,local_bus
1337339,18864,4149,564,967,1592,PM,-1.12400360157,local_bus
1098808,10079,3329,1419,5109,9,PM,-1.1236767255,local_bus
1144958,2132,3476,2146,13508,688,PM,-1.1231534169,local_bus
1305364,11128,4059,1145,3842,1384,PM,-1.12302004204,local_bus
2174681,17070,9845,778,4085,1151,PM,-1.12299238314,local_bus
1356346,10771,4242,1336,13838,664,AM,-1.12288505442,local_bus
186905,7044,494,2439,9770,2024,AM,-1.12267521577,local_bus
1608590,253,8678,1608,5347,1242,AM,-1.12211413407,local_bus
890740,13818,2629,686,2420,2004,AM,-1.12199304957,local_bus
853295,7426,2525,2144,12330,835,AM,-1.12184071027,local_bus
1931848,6978,6579,2439,10095,1456,PM,-1.12180722202,local_bus
2262371,608,8238,1608,1501,2076,AM,-1.12180380777,local_bus
2206504,3772,7890,1556,5176,912,AM,-1.12156501632,local_bus
1748952,22607,5768,1595,3449,1749,PM,-1.12144564145,local_bus
1776342,2958,5913,1595,769,1695,PM,-1.12140341098,local_bus
1555798,3139,4962,1556,5293,1157,AM,-1.12135105714,local_bus
1512322,16918,4804,778,1592,2143,AM,-1.12124681611,local_bus
445211,2143,1253,2144,22865,2168,AM,-1.12103956897,local_bus
271672,4121,724,1556,8864,1692,AM,-1.12071036807,local_bus
1874821,12432,6281,731,2651,1946,PM,-1.12016199582,local_bus
2571634,304,9932,1608,3211,1715,AM,-1.11946743432,local_bus
577847,13923,1623,686,5321,1178,AM,-1.11941824632,local_bus
1903143,4636,6417,2491,12092,832,AM,-1.11935029162,local_bus
485336,11080,1386,1145,380,1563,AM,-1.11916377132,local_bus
1904397,18585,6431,393,14267,155,PM,-1.11906412771,local_bus
736182,2250,2139,1333,14874,153,AM,-1.11905986729,local_bus
1514870,7897,6600,2244,14345,367,AM,-1.1187143547,local_bus
2290008,18969,8377,564,7691,2138,PM,-1.11828360657,local_bus
1622419,10737,5240,1336,1926,1854,AM,-1.11811967967,local_bus
816280,18172,2407,309,12036,834,PM,-1.11802918264,local_bus
150859,18371,4612,393,7267,2416,PM,-1.11776518494,local_bus
531478,18647,1504,562,729,1605,AM,-1.11767240832,local_bus
250010,10233,673,1419,9215,1990,AM,-1.11755834205,local_bus
1168442,3570,3559,1556,1896,2058,AM,-1.11748363257,local_bus
1651124,1238,5359,1506,11395,842,AM,-1.11722897203,local_bus
2274469,18862,8300,564,12507,744,AM,-1.11684340407,local_bus
1016584,2655,5353,2144,4185,1003,AM,-1.11660504202,local_bus
1264968,11420,3902,747,1036,1717,AM,-1.11618780079,local_bus
215333,2847,572,2146,14850,175,AM,-1.11612932077,local_bus
600110,19075,2284,424,3318,1976,PM,-1.11586096644,local_bus
537314,14318,1524,337,14083,343,PM,-1.11573787792,local_bus
858288,2583,8164,2144,3609,1637,PM,-1.11568042492,local_bus
1599816,2059,5148,2146,14441,303,AM,-1.11559192725,local_bus
258852,14362,693,337,5684,1279,AM,-1.11549066727,local_bus
1652703,7689,5363,2144,8376,2381,PM,-1.11543506302,local_bus
2576412,3758,9954,1556,11936,761,AM,-1.11527643807,local_bus
1341573,7435,5850,2144,2201,1896,AM,-1.11494071027,local_bus
1795507,17824,5981,309,3192,1741,PM,-1.11481276512,local_bus
1671852,7792,5426,2177,11914,2048,PM,-1.11445373454,local_bus
1161132,7465,3529,2144,166,1340,PM,-1.1142960744,local_bus
256018,1444,685,1969,3760,1426,PM,-1.11421238689,local_bus
1421747,299,8662,2144,933,1702,PM,-1.11396050827,local_bus
2011046,8914,6945,1443,2456,2078,AM,-1.11381400782,local_bus
2298711,2328,8430,2144,7777,2109,PM,-1.11306124702,local_bus
23256,6524,9075,1466,1621,2218,AM,-1.11293947984,local_bus
1885922,22848,6327,2144,12906,665,PM,-1.11287254792,local_bus
1190336,5267,6754,1556,14618,234,AM,-1.11275442507,local_bus
1250122,7532,3843,2177,18459,1291,AM,-1.11257352489,local_bus
1570784,776,5018,1333,18137,641,PM,-1.11249208579,local_bus
1012360,8536,3050,2280,845,1730,AM,-1.11241321032,local_bus
2315512,4570,8537,731,8004,2221,AM,-1.11233191482,local_bus
915532,5239,2711,824,18334,412,PM,-1.11199979382,local_bus
465382,19460,1325,588,2075,2108,PM,-1.11190677949,local_bus
18921,13489,45,686,825,1784,AM,-1.11176403057,local_bus
291520,10237,780,1419,2602,1932,PM,-1.1114055003,local_bus
97084,818,259,1333,17844,305,AM,-1.11100736254,local_bus
1566762,4459,4998,924,13218,779,AM,-1.11053812034,local_bus
2276322,20022,8310,564,2872,1808,PM,-1.11050540607,local_bus
963951,2428,2880,2144,10878,2338,AM,-1.11047383552,local_bus
1243583,2021,3809,1985,1937,1961,AM,-1.11041826079,local_bus
583863,537,1649,1608,1109,1517,PM,-1.11013858894,local_bus
2356780,9946,8727,1443,13384,709,AM,-1.10996711637,local_bus
1316073,7237,4093,2439,8506,2291,AM,-1.1098289727,local_bus
579823,18777,9668,564,6142,1327,AM,-1.10965008469,local_bus
1026001,183,3090,1595,508,1603,PM,-1.1092971371,local_bus
2144071,10804,7596,1223,6513,1409,PM,-1.10909909478,local_bus
955593,19495,2856,655,22567,1757,PM,-1.10869989604,local_bus
256516,8296,687,2359,185,1646,PM,-1.10845638927,local_bus
2385706,3573,8879,1556,10617,1370,PM,-1.10840863257,local_bus
1286390,1114,3988,2388,6814,525,AM,-1.10836754826,local_bus
1355689,17517,4238,264,3555,1650,PM,-1.10824109848,local_bus
602196,14256,1713,2326,19,1598,AM,-1.1080676548,local_bus
1349569,11382,4210,824,2788,1826,AM,-1.10798533632,local_bus
2449319,15058,9228,1801,3048,1593,PM,-1.10784106789,local_bus
1810261,1638,9013,2244,14823,193,AM,-1.10780634802,local_bus
1891205,3198,6353,1595,6811,2403,PM,-1.10766678688,local_bus
2047577,3756,7131,1556,10347,1402,PM,-1.10717643807,local_bus
2042674,228,7103,1595,9195,1943,PM,-1.10709532565,local_bus
732997,10565,2130,1223,2274,1802,PM,-1.10679023785,local_bus
1035613,14809,3116,244,1960,1900,AM,-1.10674133266,local_bus
2125834,275,7512,1669,13444,740,PM,-1.10642971444,local_bus
1862166,6523,6764,1449,12536,808,AM,-1.10596447984,local_bus
2034116,3421,7062,1556,8250,2357,AM,-1.10595998157,local_bus
2336985,17395,8621,778,4897,983,PM,-1.10571528526,local_bus
554397,17767,1569,264,10306,1403,PM,-1.10562169236,local_bus
957805,12490,2864,747,22893,2136,AM,-1.10561999832,local_bus
1620353,6041,5230,1556,19765,497,PM,-1.10519539587,local_bus
951219,5901,2836,1556,12860,668,PM,-1.10478709354,local_bus
297733,6736,3774,1443,18469,470,PM,-1.10476680319,local_bus
2498497,6807,9520,2402,17531,266,AM,-1.10452269627,local_bus
1247593,12610,3832,824,4038,1267,PM,-1.10434254664,local_bus
1366412,7318,5325,2439,7816,2158,PM,-1.10433561352,local_bus
394792,10536,1090,1223,18614,403,AM,-1.104068875,local_bus
2310378,3588,8503,1556,1978,1965,PM,-1.10380246707,local_bus
1729709,19437,5698,562,10035,1437,PM,-1.10358201349,local_bus
1876180,10709,7753,1336,2162,2003,PM,-1.10319250632,local_bus
2473986,13584,9369,689,22802,2177,AM,-1.10306290894,local_bus
978246,8307,2929,2359,6688,1395,AM,-1.10285191767,local_bus
27483,8104,71,2280,9307,1960,PM,-1.10270002879,local_bus
2419651,6745,9069,1443,4872,899,AM,-1.10164780954,local_bus
1398829,6157,4400,1460,13972,639,PM,-1.10157392916,local_bus
1703571,6019,5566,1556,2322,1813,PM,-1.10138286882,local_bus
236426,7836,628,2177,3761,1426,PM,-1.10109824514,local_bus
1406235,13772,4425,686,7221,2421,PM,-1.10105278054,local_bus
1467514,5567,9740,1669,12892,678,PM,-1.10027611932,local_bus
928656,17394,2752,778,4982,904,PM,-1.10018890299,local_bus
2283337,16879,8332,307,16805,121,PM,-1.10011704979,local_bus
159788,2256,3441,1653,6904,2466,AM,-1.10001797374,local_bus
1218502,19806,7178,655,10825,1176,AM,-1.09989534799,local_bus
406989,22915,4482,2326,10881,1063,PM,-1.09986853698,local_bus
1140686,12151,3459,824,1224,1561,AM,-1.09986033132,local_bus
2180929,1958,7777,1985,20502,714,AM,-1.09985114089,local_bus
1747400,12715,5762,779,9385,1721,AM,-1.0995369227,local_bus
1902509,17608,6414,228,7401,2097,PM,-1.09905396289,local_bus
1408202,14396,4430,288,9615,1446,AM,-1.09878350056,local_bus
2159960,14776,7661,460,2986,1780,AM,-1.09869397009,local_bus
2478826,8971,9401,1590,18774,349,PM,-1.09865268097,local_bus
1377893,22609,4329,1595,2897,1770,AM,-1.09860966403,local_bus
930167,12336,8617,824,2863,1787,PM,-1.09843733832,local_bus
1177217,2781,7199,2144,8382,2306,PM,-1.09840006717,local_bus
2313564,13520,8527,686,1824,2057,AM,-1.09831678377,local_bus
1738021,2124,8500,2146,12448,791,AM,-1.0981987605,local_bus
2062724,1074,7210,2388,12617,798,PM,-1.09809680061,local_bus
162979,3627,8120,1556,3443,1732,AM,-1.09802225382,local_bus
935547,2475,7955,2144,8769,1689,PM,-1.09738711432,local_bus
2211837,3212,7921,1556,7486,2083,PM,-1.09732741482,local_bus
2111877,3196,7428,1764,1283,1978,PM,-1.0971683018,local_bus
1917469,4204,6499,1556,6145,1351,AM,-1.09716274557,local_bus
1743228,1149,6598,1506,19636,1284,PM,-1.09708974111,local_bus
303276,19812,824,588,9815,1462,PM,-1.09693612444,local_bus
521156,13564,1472,686,14923,135,PM,-1.09680653839,local_bus
2224968,14847,7988,246,17520,278,PM,-1.09648568934,local_bus
1074416,9460,3248,1590,5757,1427,PM,-1.09643992657,local_bus
524423,2586,1491,2144,14437,304,PM,-1.09631406165,local_bus
2284820,13367,8338,777,6002,1445,AM,-1.09608614278,local_bus
1147940,11985,3491,731,14649,233,AM,-1.09606702864,local_bus
1225176,14327,3732,337,4957,1006,AM,-1.09595180565,local_bus
1607352,19252,5178,564,13448,740,PM,-1.09582187157,local_bus
2040395,18559,7080,393,3338,1688,AM,-1.09572795736,local_bus
2335430,17636,8610,337,5806,1414,AM,-1.09566636067,local_bus
1261895,267,3889,1608,10921,1121,PM,-1.09556635879,local_bus
1241389,13427,8795,686,7949,2207,PM,-1.09519481832,local_bus
682849,6664,1963,2388,3492,1187,AM,-1.09490085576,local_bus
70399,12097,195,824,2126,2064,AM,-1.09443278157,local_bus
2504451,7854,9554,2177,15045,237,PM,-1.09304513926,local_bus
2100621,1447,7600,27,17947,330,PM,-1.09298738689,local_bus
2352271,824,8701,1333,10612,1311,AM,-1.09289741772,local_bus
1841797,5315,6154,1556,17094,178,AM,-1.09263880932,local_bus
2552461,9512,9818,1590,11089,1100,PM,-1.09244866777,local_bus
2120154,14069,8316,686,18166,643,PM,-1.09242892939,local_bus
70853,4547,197,924,18801,415,PM,-1.09239201967,local_bus
1707708,7013,5581,2439,1051,1798,PM,-1.092288699,local_bus
1013792,840,3060,1333,5011,914,AM,-1.09218236254,local_bus
906608,2762,5480,2144,7935,2225,PM,-1.09196943405,local_bus
321038,17986,880,2326,19126,365,PM,-1.09165172748,local_bus
1025052,13269,3088,777,1508,2023,AM,-1.09095470758,local_bus
805848,10406,2367,1419,4842,905,AM,-1.09090075492,local_bus
2399723,12090,8963,824,9567,1585,PM,-1.09086428607,local_bus
2562681,13092,9876,777,1739,2129,AM,-1.09084614838,local_bus
1754858,13484,5790,689,11379,830,AM,-1.09057031382,local_bus
2020439,915,6993,1238,5786,1392,AM,-1.09012262629,local_bus
1749549,13909,5773,686,7491,2047,PM,-1.08956064702,local_bus
754572,3580,2194,1556,11365,813,PM,-1.08939172654,local_bus
675498,3782,1933,1556,12870,678,AM,-1.08930508632,local_bus
515639,13910,1458,686,1554,2079,AM,-1.08903564702,local_bus
437953,10870,8381,1145,14410,304,PM,-1.08893430619,local_bus
1273613,5599,6199,1669,22700,2210,PM,-1.08868934082,local_bus
1261800,19897,3888,655,13225,777,AM,-1.08843625444,local_bus
874692,3600,2580,1556,18948,400,PM,-1.08766472157,local_bus
20303,9011,47,1841,7190,2400,PM,-1.08690277474,local_bus
1932337,5138,6584,731,2879,1793,AM,-1.08670131807,local_bus
575622,10241,1615,1419,17193,160,PM,-1.08646388872,local_bus
341087,9715,3427,2388,20241,717,PM,-1.08632332941,local_bus
1368694,11809,4298,747,3189,1837,AM,-1.08531669942,local_bus
113594,13616,7402,686,16840,141,AM,-1.08530916117,local_bus
1188247,3,3603,1595,18115,1887,PM,-1.08479600803,local_bus
177873,18691,470,564,22615,1806,AM,-1.08464463282,local_bus
807943,8852,3992,1443,18901,490,PM,-1.08428640499,local_bus
2067986,12274,7231,731,6023,1445,AM,-1.08403741879,local_bus
1628219,1226,5265,2388,13820,643,PM,-1.08394109533,local_bus
2366807,18343,8786,393,12453,809,PM,-1.08377840581,local_bus
1722266,18594,5649,393,235,1567,PM,-1.08353327484,local_bus
1693681,6765,5522,1443,5573,1301,AM,-1.08300422982,local_bus
1953938,4516,8552,924,3685,1142,AM,-1.08283821772,local_bus
1824452,5619,6088,1669,10376,1435,PM,-1.08262054579,local_bus
1142399,6592,3468,1443,22880,2168,AM,-1.08260111607,local_bus
661723,8198,2602,2359,17615,311,PM,-1.08255746622,local_bus
1850037,17239,6182,1801,1997,2014,PM,-1.08254908429,local_bus
1366030,7318,4288,2439,8778,1723,PM,-1.08236061352,local_bus
591229,18006,1675,2326,83,1648,PM,-1.08218260323,local_bus
602575,13868,1715,686,867,1767,PM,-1.08154959792,local_bus
