MAZ,TAZ,AGE0004,AGE0519,AGE2044,AGE4564,AGE65P,AGREMPN,CIACRE,COLLFTE,COLLPTE,COUNTY,DISTRICT,EMPRES,FPSEMPN,HEREMPN,HHINCQ1,HHINCQ2,HHINCQ3,HHINCQ4,HHPOP,HSENROLL,MFDU,MWTEMPN,OPRKCST,OTHEMPN,PRKCST,RESACRE,RETEMPN,SD,SFDU,SHPOP62P,TERMINAL,TOPOLOGY,TOTACRE,TOTEMP,TOTHH,TOTPOP,ZERO,area_type,gqpop,hhlds,sftaz
11590,355,3,16,27,33,10,0,0.0,0,0,1,-1,58,0,0,0,2,1,32,89,16,-1,0,0.0,0,0.0,3.30181359,0,-1,-1,0.16853932600000002,2,1,3.30181359,0,35,89,0,4,-1,-1,-1
11591,355,1,12,20,13,1,0,0.0,0,0,1,-1,26,0,0,0,2,3,12,47,12,-1,0,0.0,0,0.0,1.498461892,0,-1,-1,0.063829787,2,1,1.498461892,0,17,47,0,3,-1,-1,-1
11934,353,0,7,5,13,0,0,0.0,0,0,1,-1,17,0,0,0,2,2,7,25,7,-1,0,0.0,0,0.0,0.8760789720000001,0,-1,-1,0.12,2,1,0.8760789720000001,0,11,25,0,4,-1,-1,-1
12347,344,4,32,54,123,57,0,0.0,0,0,1,-1,154,0,0,3,4,22,84,270,32,-1,0,0.0,0,0.0,10.30874656,0,-1,-1,0.36296296299999997,2,1,10.30874656,0,113,270,0,4,-1,-1,-1
12361,352,0,14,20,22,2,0,0.0,0,0,1,-1,37,0,0,1,5,3,16,58,14,-1,0,0.0,0,0.0,3.184044995,0,-1,-1,0.068965517,2,1,3.184044995,0,25,58,0,4,-1,-1,-1
12634,356,0,7,13,17,7,14,0.89831988,0,0,1,-1,26,6,7,1,2,3,16,44,7,-1,3,0.0,0,0.0,0.941097017,1,-1,-1,0.22727272699999998,2,1,1.839416896,42,22,44,0,2,-1,-1,-1
12635,357,1,13,25,17,1,0,0.0,0,0,1,-1,34,0,0,0,2,4,19,57,13,-1,0,0.0,0,0.0,2.245752984,0,-1,-1,0.087719298,2,1,2.245752984,0,25,57,0,4,-1,-1,-1
12674,332,2,7,42,17,12,10,0.48686557399999997,0,0,1,-1,48,6,1,6,17,10,17,80,7,-1,15,0.0,0,0.0,1.024980156,0,-1,-1,0.2125,2,1,1.51184573,38,50,80,0,1,-1,-1,-1
13187,345,1,16,16,46,3,0,0.0,0,0,1,-1,41,0,0,2,1,2,29,82,16,-1,0,0.0,0,0.0,4.974977043,0,-1,-1,0.18292682899999999,2,1,4.974977043,0,34,82,0,4,-1,-1,-1
13634,346,1,7,2,24,1,0,0.0,0,0,1,-1,13,0,0,0,2,2,11,35,7,-1,0,0.0,0,0.0,2.575642792,0,-1,-1,0.28571428600000004,2,1,2.575642792,0,15,35,0,4,-1,-1,-1
13635,346,1,9,3,23,4,0,0.0,0,0,1,-1,20,0,0,3,1,2,14,40,9,-1,0,0.0,0,0.0,3.220890725,0,-1,-1,0.225,2,1,3.220890725,0,20,40,0,4,-1,-1,-1
13636,346,4,7,7,24,2,0,0.0,0,0,1,-1,22,0,0,1,3,3,11,44,7,-1,0,0.0,0,0.0,2.858677686,0,-1,-1,0.204545455,2,1,2.858677686,0,18,44,0,4,-1,-1,-1
13637,345,2,19,8,40,1,0,0.0,0,0,1,-1,31,0,0,2,4,7,18,70,19,-1,0,0.0,0,0.0,4.753030303,0,-1,-1,0.12857142900000001,2,1,4.753030303,0,31,70,0,4,-1,-1,-1
13638,348,4,6,12,25,5,0,0.0,0,0,1,-1,23,0,0,0,2,0,16,52,6,-1,0,0.0,0,0.0,3.272268136,0,-1,-1,0.25,2,1,3.272268136,0,18,52,0,4,-1,-1,-1
13639,347,0,8,3,22,2,0,0.0,0,0,1,-1,18,0,0,0,4,0,11,35,8,-1,0,0.0,0,0.0,2.44600551,0,-1,-1,0.257142857,2,1,2.44600551,0,15,35,0,4,-1,-1,-1
13640,348,2,9,6,16,4,0,0.0,0,0,1,-1,17,0,0,2,1,1,11,37,9,-1,0,0.0,0,0.0,2.094949495,0,-1,-1,0.21621621600000002,2,1,2.094949495,0,15,37,0,4,-1,-1,-1
13641,333,23,35,92,142,21,0,0.0,0,0,1,-1,205,0,0,33,28,19,90,313,35,-1,0,0.0,0,0.0,9.443732782,0,-1,-1,0.150159744,2,1,9.443732782,0,170,313,0,3,-1,-1,-1
13642,345,4,18,12,25,11,2,0.46743264100000004,0,0,1,-1,38,7,0,1,7,4,14,70,18,-1,0,0.0,0,0.0,2.726690407,0,-1,-1,0.228571429,2,1,3.194123049,12,26,70,0,3,-1,-1,-1
13661,357,3,3,14,12,6,0,0.0,0,0,1,-1,22,0,0,0,1,1,12,38,3,-1,0,0.0,0,0.0,1.5781450869999998,0,-1,-1,0.342105263,2,1,1.5781450869999998,0,14,38,0,4,-1,-1,-1
13862,332,1,0,6,3,2,0,0.0,0,0,1,-1,8,0,0,1,0,0,4,12,0,-1,0,0.0,0,0.0,0.753833792,0,-1,-1,0.25,2,1,0.753833792,0,5,12,0,4,-1,-1,-1
13884,346,0,10,2,27,4,0,0.0,0,0,1,-1,22,0,0,1,0,2,16,43,10,-1,0,0.0,0,0.0,2.631152433,0,-1,-1,0.325581395,2,1,2.631152433,0,19,43,0,4,-1,-1,-1
13885,332,0,2,2,5,1,0,0.0,0,0,1,-1,6,0,0,0,0,0,3,10,2,-1,0,0.0,0,0.0,0.586432507,0,-1,-1,0.2,2,1,0.586432507,0,3,10,0,4,-1,-1,-1
13923,339,2,20,92,35,3,0,0.0,0,0,1,-1,111,0,0,16,13,15,38,152,20,-1,0,0.0,0,0.0,3.536753903,0,-1,-1,0.065789474,2,1,3.536753903,0,82,152,0,3,-1,-1,-1
13968,332,1,3,12,5,4,20,11.58742237,0,0,1,-1,14,8,7,3,4,1,6,25,3,-1,96,0.0,0,0.0,2.011705272,0,-1,-1,0.24,2,1,13.59912764,144,14,25,0,4,-1,-1,-1
14110,332,0,0,2,0,1,0,0.0,0,0,1,-1,2,0,0,1,1,1,0,3,0,-1,0,0.0,0,0.0,0.22311753899999998,0,-1,-1,0.333333333,2,1,0.22311753899999998,0,3,3,0,4,-1,-1,-1
14111,333,3,8,7,28,4,0,0.0,0,0,1,-1,35,0,0,1,4,1,18,50,8,-1,0,0.0,0,0.0,3.195018365,0,-1,-1,0.16,2,1,3.195018365,0,24,50,0,4,-1,-1,-1
14112,344,4,13,8,24,7,0,0.0,0,0,1,-1,32,0,0,0,4,4,15,56,13,-1,0,0.0,0,0.0,3.19513315,0,-1,-1,0.214285714,2,1,3.19513315,0,23,56,0,4,-1,-1,-1
14113,345,6,12,11,23,6,0,0.0,0,0,1,-1,33,0,0,1,7,4,12,58,12,-1,0,0.0,0,0.0,3.195913682,0,-1,-1,0.172413793,2,1,3.195913682,0,24,58,0,4,-1,-1,-1
14433,354,1,20,14,33,8,0,0.842440447,0,0,1,-1,43,8,0,0,7,1,20,76,20,-1,0,0.0,0,0.0,2.46251823,0,-1,-1,0.22368421100000002,2,1,3.304958678,26,28,76,0,3,-1,-1,-1
14436,338,18,12,217,49,10,0,0.0,0,0,1,-1,214,0,0,23,28,42,61,306,12,-1,0,0.0,0,0.0,3.967424242,0,-1,-1,0.045751634000000006,2,1,3.967424242,0,154,306,0,2,-1,-1,-1
14588,340,2,3,8,3,1,0,0.0,0,0,1,-1,11,0,0,0,2,0,4,17,3,-1,0,0.0,0,0.0,0.560720845,0,-1,-1,0.058823529000000006,2,1,0.560720845,0,6,17,0,3,-1,-1,-1
14602,348,9,5,15,21,6,0,0.0,0,0,1,-1,20,0,0,2,3,0,14,56,5,-1,0,0.0,0,0.0,2.40181359,0,-1,-1,0.267857143,2,1,2.40181359,0,19,56,0,4,-1,-1,-1
14603,349,8,13,24,28,6,1,13.34576546,0,0,1,-1,44,5,38,0,4,4,21,79,13,-1,1,0.0,7,0.0,15.061649599999999,0,-1,-1,0.13924050599999999,2,1,28.40741506,70,29,79,0,4,-1,-1,-1
14604,348,5,2,7,6,7,0,0.0,0,0,1,-1,10,0,0,2,2,1,6,27,2,-1,0,0.0,0,0.0,1.254407714,0,-1,-1,0.333333333,2,1,1.254407714,0,11,27,0,4,-1,-1,-1
14605,344,7,17,15,25,6,0,0.0,0,0,1,-1,33,0,0,2,5,5,14,70,17,-1,0,0.0,0,0.0,3.14302112,0,-1,-1,0.12857142900000001,2,1,3.14302112,0,26,70,0,4,-1,-1,-1
14606,344,1,1,4,17,4,0,0.0,0,0,1,-1,15,0,0,0,0,1,11,27,1,-1,0,0.0,0,0.0,1.377410468,0,-1,-1,0.444444444,2,1,1.377410468,0,12,27,0,4,-1,-1,-1
14607,344,0,6,6,32,7,0,0.0,0,0,1,-1,31,0,0,1,2,4,15,51,6,-1,0,0.0,0,0.0,3.1412763999999997,0,-1,-1,0.37254902,2,1,3.1412763999999997,0,22,51,0,4,-1,-1,-1
14608,349,5,16,20,31,2,0,0.0,0,0,1,-1,41,0,0,0,3,9,18,74,16,-1,0,0.0,0,0.0,4.405693297,0,-1,-1,0.067567568,2,1,4.405693297,0,30,74,0,4,-1,-1,-1
14609,348,1,4,9,15,7,0,0.0,0,0,1,-1,16,0,0,3,0,3,9,36,4,-1,0,0.0,0,0.0,1.813888889,0,-1,-1,0.25,2,1,1.813888889,0,15,36,0,4,-1,-1,-1
14621,334,3,17,53,41,2,0,0.0,0,0,1,-1,77,0,0,4,9,10,34,116,17,-1,0,0.0,0,0.0,2.904775023,0,-1,-1,0.08620689699999999,3,1,2.904775023,0,57,116,0,3,-1,-1,-1
14697,358,3,4,41,30,7,0,0.0,0,0,1,-1,69,0,0,2,11,8,31,85,4,-1,0,0.0,0,0.0,1.208172635,0,-1,-1,0.15294117599999998,2,1,1.208172635,0,52,85,0,2,-1,-1,-1
15123,334,4,7,48,21,3,0,0.0,0,0,1,-1,57,0,0,10,10,4,17,83,7,-1,0,0.0,0,0.0,1.990266299,0,-1,-1,0.084337349,3,1,1.990266299,0,41,83,0,3,-1,-1,-1
15124,334,3,4,12,9,4,0,0.0,0,0,1,-1,19,0,0,0,5,4,5,32,4,-1,0,0.0,0,0.0,1.9311294769999998,0,-1,-1,0.1875,3,1,1.9311294769999998,0,14,32,0,4,-1,-1,-1
15129,350,0,8,14,5,5,0,0.0,0,0,1,-1,13,0,0,1,0,3,7,32,8,-1,0,0.0,0,0.0,2.115472911,0,-1,-1,0.15625,3,1,2.115472911,0,11,32,0,4,-1,-1,-1
15130,343,5,16,36,26,3,0,0.0,0,0,1,-1,50,0,0,3,2,18,12,86,16,-1,0,0.0,0,0.0,3.86359045,0,-1,-1,0.034883721,3,1,3.86359045,0,35,86,0,4,-1,-1,-1
15131,350,1,7,9,12,2,0,0.0,0,0,1,-1,16,0,0,0,0,6,7,31,7,-1,0,0.0,0,0.0,2.116666667,0,-1,-1,0.09677419400000001,3,1,2.116666667,0,13,31,0,4,-1,-1,-1
15132,350,1,3,8,8,1,0,0.0,0,0,1,-1,11,0,0,2,4,2,3,21,3,-1,0,0.0,0,0.0,2.112832874,0,-1,-1,0.14285714300000002,3,1,2.112832874,0,11,21,0,4,-1,-1,-1
15134,350,6,27,89,41,27,0,0.0,0,0,1,-1,95,0,0,17,11,19,37,190,27,-1,0,0.0,0,0.0,3.303351699,0,-1,-1,0.178947368,3,1,3.303351699,0,84,190,0,2,-1,-1,-1
15135,343,7,6,37,15,3,2,0.692485105,0,0,1,-1,41,5,0,7,1,10,11,68,6,-1,7,0.0,0,0.0,2.61605484,1,-1,-1,0.102941176,3,1,3.308539945,18,29,68,0,3,-1,-1,-1
15212,355,2,17,31,30,2,3,1.533300774,0,0,1,-1,50,9,2,0,4,6,25,82,17,-1,2,0.0,0,0.0,1.770854415,0,-1,-1,0.085365854,2,1,3.304155188,71,35,82,0,2,-1,-1,-1
15372,336,0,0,3,1,0,4,1.648080318,0,0,1,-1,4,7,2,0,0,1,1,4,0,-1,77,0.0,0,0.0,0.06658910400000001,4,-1,-1,0.0,2,1,1.714669421,99,2,4,0,1,-1,-1,-1
15385,336,3,3,25,6,1,20,2.6282619240000002,0,0,1,-1,29,22,11,3,8,9,3,38,3,-1,127,0.0,0,0.0,0.480163236,11,-1,-1,0.052631579000000005,2,1,3.1084251610000004,208,23,38,0,1,-1,-1,-1
15446,338,9,4,103,14,3,2,0.369201945,0,0,1,-1,103,6,1,6,15,24,25,133,4,-1,0,0.0,0,0.0,1.964154346,2,-1,-1,0.030075188,2,1,2.33335629,25,70,133,0,2,-1,-1,-1
15634,343,11,12,93,51,7,0,0.0,0,0,1,-1,109,0,0,12,9,30,33,174,12,-1,0,0.0,0,0.0,3.305578512,0,-1,-1,0.08045977,3,1,3.305578512,0,84,174,0,3,-1,-1,-1
15635,350,3,20,61,34,20,6,0.7142001109999999,0,0,1,-1,72,6,1,6,4,20,27,138,20,-1,1,0.0,0,0.0,2.593674086,8,-1,-1,0.202898551,3,1,3.307874197,38,57,138,0,2,-1,-1,-1
15668,336,0,0,3,0,0,8,13.72521025,0,0,1,-1,3,13,5,0,0,1,1,3,0,-1,223,0.0,0,0.0,0.157158896,7,-1,-1,0.0,2,1,13.88236915,262,2,3,0,3,-1,-1,-1
15669,341,4,14,81,43,2,39,1.501438403,0,0,1,-1,104,26,2,15,19,7,45,144,14,-1,1,0.0,17,0.0,1.7024183469999998,15,-1,-1,0.041666667000000004,2,1,3.203856749,127,86,144,0,1,-1,-1,-1
15670,341,0,13,19,31,2,0,0.0,0,0,1,-1,39,0,0,0,8,3,15,65,13,-1,0,0.0,0,0.0,3.30392562,0,-1,-1,0.23076923100000002,2,1,3.30392562,0,26,65,0,4,-1,-1,-1
15671,352,0,10,8,28,9,0,0.0,0,0,1,-1,37,0,0,0,3,3,18,55,10,-1,0,0.0,0,0.0,2.649196511,0,-1,-1,0.30909090899999997,2,1,2.649196511,0,24,55,0,4,-1,-1,-1
15672,339,0,12,24,35,8,0,0.0,0,0,1,-1,39,0,0,3,8,3,17,79,12,-1,0,0.0,0,0.0,3.181887052,0,-1,-1,0.215189873,2,1,3.181887052,0,31,79,0,4,-1,-1,-1
15673,340,0,11,4,27,5,0,0.0,0,0,1,-1,31,0,0,0,2,3,14,47,11,-1,0,0.0,0,0.0,2.787741047,0,-1,-1,0.276595745,2,1,2.787741047,0,19,47,0,4,-1,-1,-1
15674,352,1,7,12,13,0,0,0.0,0,0,1,-1,18,0,0,0,2,1,7,33,7,-1,0,0.0,0,0.0,1.378741965,0,-1,-1,0.090909091,2,1,1.378741965,0,10,33,0,4,-1,-1,-1
15675,340,0,9,18,28,3,0,0.0,0,0,1,-1,36,0,0,1,4,2,14,58,9,-1,0,0.0,0,0.0,3.442378329,0,-1,-1,0.25862069,2,1,3.442378329,0,21,58,0,4,-1,-1,-1
15676,353,1,9,9,16,3,0,0.0,0,0,1,-1,23,0,0,0,2,2,11,38,9,-1,0,0.0,0,0.0,1.233494031,0,-1,-1,0.184210526,2,1,1.233494031,0,15,38,0,3,-1,-1,-1
15878,352,0,2,2,4,0,0,0.0,0,0,1,-1,6,0,0,0,0,0,2,8,2,-1,0,0.0,0,0.0,0.364256198,0,-1,-1,0.0,2,1,0.364256198,0,2,8,0,4,-1,-1,-1
16488,357,1,3,10,11,4,0,0.0,0,0,1,-1,19,0,0,1,1,0,9,29,3,-1,0,0.0,0,0.0,1.211547291,0,-1,-1,0.275862069,2,1,1.211547291,0,11,29,0,4,-1,-1,-1
16531,346,3,13,5,22,3,0,0.0,0,0,1,-1,23,0,0,1,4,3,11,46,13,-1,0,0.0,0,0.0,3.2754820939999996,0,-1,-1,0.17391304300000002,2,1,3.2754820939999996,0,19,46,0,4,-1,-1,-1
16543,357,2,4,12,6,3,0,0.0,0,0,1,-1,13,0,0,0,1,1,6,27,4,-1,0,0.0,0,0.0,1.286524334,0,-1,-1,0.222222222,2,1,1.286524334,0,8,27,0,4,-1,-1,-1
16723,352,1,5,8,9,2,0,0.0,0,0,1,-1,15,0,0,1,1,0,9,25,5,-1,0,0.0,0,0.0,0.97013315,0,-1,-1,0.2,2,1,0.97013315,0,11,25,0,4,-1,-1,-1
16724,353,0,7,3,11,0,0,0.0,0,0,1,-1,12,0,0,0,1,0,7,21,7,-1,0,0.0,0,0.0,0.8277318640000001,0,-1,-1,0.095238095,2,1,0.8277318640000001,0,8,21,0,4,-1,-1,-1
16944,358,0,7,52,43,9,0,0.0,0,0,1,-1,94,0,0,4,6,27,35,111,7,-1,0,0.0,0,0.0,3.412557392,0,-1,-1,0.18018018,2,1,3.412557392,0,72,111,0,3,-1,-1,-1
16967,346,0,2,2,5,2,0,0.0,0,0,1,-1,4,0,0,3,0,0,4,11,2,-1,0,0.0,0,0.0,1.43865932,0,-1,-1,0.272727273,2,1,1.43865932,0,7,11,0,4,-1,-1,-1
16968,346,2,6,5,14,3,0,0.0,0,0,1,-1,13,0,0,0,1,2,7,30,6,-1,0,0.0,0,0.0,1.5095041319999998,0,-1,-1,0.3,2,1,1.5095041319999998,0,10,30,0,4,-1,-1,-1
16969,346,1,17,5,30,7,0,0.0,0,0,1,-1,28,0,0,1,2,7,14,60,17,-1,0,0.0,0,0.0,3.266230487,0,-1,-1,0.233333333,2,1,3.266230487,0,24,60,0,4,-1,-1,-1
16970,345,0,6,9,24,2,0,0.0,0,0,1,-1,15,0,0,2,2,2,11,41,6,-1,0,0.0,0,0.0,2.3030303030000003,0,-1,-1,0.146341463,2,1,2.3030303030000003,0,17,41,0,4,-1,-1,-1
16971,346,3,12,7,28,8,0,0.0,0,0,1,-1,32,0,0,0,1,2,19,58,12,-1,0,0.0,0,0.0,3.2008494030000003,0,-1,-1,0.310344828,2,1,3.2008494030000003,0,22,58,0,4,-1,-1,-1
16972,346,5,15,10,30,6,0,0.0,0,0,1,-1,32,0,0,1,4,5,14,66,15,-1,0,0.0,0,0.0,3.205831038,0,-1,-1,0.166666667,2,1,3.205831038,0,24,66,0,4,-1,-1,-1
16974,347,0,2,0,14,1,0,0.0,0,0,1,-1,6,0,0,0,0,1,7,17,2,-1,0,0.0,0,0.0,1.02056933,0,-1,-1,0.41176470600000004,2,1,1.02056933,0,8,17,0,4,-1,-1,-1
16975,348,4,13,16,34,7,0,0.0,0,0,1,-1,35,0,0,0,3,2,21,74,13,-1,0,0.0,0,0.0,5.16882461,0,-1,-1,0.18918918899999998,2,1,5.16882461,0,26,74,0,4,-1,-1,-1
16976,348,1,4,4,9,5,0,0.0,0,0,1,-1,11,0,0,1,0,0,8,23,4,-1,0,0.0,0,0.0,1.018365473,0,-1,-1,0.347826087,2,1,1.018365473,0,9,23,0,4,-1,-1,-1
16977,332,0,2,11,8,1,0,0.0,0,0,1,-1,15,0,0,1,2,2,6,22,2,-1,0,0.0,0,0.0,1.240426997,0,-1,-1,0.045454545,2,1,1.240426997,0,11,22,0,4,-1,-1,-1
16978,333,9,19,48,58,8,0,0.500126263,0,0,1,-1,92,3,0,16,14,7,37,142,19,-1,0,0.0,3,0.0,3.228087695,0,-1,-1,0.176056338,2,1,3.728213958,22,74,142,0,3,-1,-1,-1
16979,334,0,3,14,12,0,0,0.0,0,0,1,-1,22,0,0,1,5,0,8,29,3,-1,0,0.0,0,0.0,1.9390036730000002,0,-1,-1,0.034482759,3,1,1.9390036730000002,0,14,29,0,4,-1,-1,-1
16980,333,1,9,7,19,4,0,0.0,0,0,1,-1,24,0,0,3,5,2,10,40,9,-1,0,0.0,0,0.0,2.134733701,0,-1,-1,0.175,2,1,2.134733701,0,20,40,0,4,-1,-1,-1
16981,333,5,11,13,26,2,0,0.0,0,0,1,-1,35,0,0,2,6,3,13,57,11,-1,0,0.0,0,0.0,3.24912764,0,-1,-1,0.122807018,2,1,3.24912764,0,24,57,0,4,-1,-1,-1
16982,334,2,4,11,9,1,0,0.0,0,0,1,-1,20,0,0,1,2,3,5,27,4,-1,0,0.0,0,0.0,1.37899449,0,-1,-1,0.111111111,3,1,1.37899449,0,11,27,0,4,-1,-1,-1
16983,345,2,13,10,19,9,0,0.0,0,0,1,-1,25,0,0,2,7,5,9,53,13,-1,0,0.0,0,0.0,3.1525252530000003,0,-1,-1,0.16981132100000002,2,1,3.1525252530000003,0,23,53,0,4,-1,-1,-1
17069,332,2,16,23,37,6,0,0.0,0,0,1,-1,50,0,0,2,6,4,22,84,16,-1,0,0.0,0,0.0,9.808057851000001,0,-1,-1,0.130952381,2,1,9.808057851000001,0,34,84,0,4,-1,-1,-1
17506,348,2,3,6,15,1,0,0.0,0,0,1,-1,10,0,0,1,1,0,10,27,3,-1,0,0.0,0,0.0,1.470890725,0,-1,-1,0.222222222,2,1,1.470890725,0,12,27,0,4,-1,-1,-1
17507,348,0,0,0,4,0,0,0.0,0,0,1,-1,0,0,0,0,0,0,2,4,0,-1,0,0.0,0,0.0,0.242561983,0,-1,-1,0.5,2,1,0.242561983,0,2,4,0,4,-1,-1,-1
17509,344,0,5,6,7,5,0,0.0,0,0,1,-1,10,0,0,1,0,2,7,23,5,-1,0,0.0,0,0.0,1.431955923,0,-1,-1,0.304347826,2,1,1.431955923,0,10,23,0,4,-1,-1,-1
17510,344,1,2,6,8,7,0,0.0,0,0,1,-1,12,0,0,1,0,3,6,24,2,-1,0,0.0,0,0.0,1.43466483,0,-1,-1,0.41666666700000005,2,1,1.43466483,0,10,24,0,4,-1,-1,-1
17511,349,2,5,7,27,8,0,0.0,0,0,1,-1,31,0,0,1,1,4,15,49,5,-1,0,0.0,0,0.0,3.146579431,0,-1,-1,0.326530612,2,1,3.146579431,0,21,49,0,4,-1,-1,-1
17512,348,1,17,7,38,6,0,0.0,0,0,1,-1,28,0,0,5,4,3,17,69,17,-1,0,0.0,0,0.0,3.8747245180000003,0,-1,-1,0.304347826,2,1,3.8747245180000003,0,29,69,0,4,-1,-1,-1
18071,334,5,12,30,30,11,0,0.0,0,0,1,-1,55,0,0,6,6,8,23,88,12,-1,0,0.0,0,0.0,3.720867769,0,-1,-1,0.181818182,3,1,3.720867769,0,43,88,0,4,-1,-1,-1
18073,343,7,6,34,15,3,0,0.0,0,0,1,-1,40,0,0,3,2,11,11,65,6,-1,0,0.0,0,0.0,3.8617539030000003,0,-1,-1,0.061538462,3,1,3.8617539030000003,0,27,65,0,4,-1,-1,-1
18364,353,0,4,10,9,1,0,0.0,0,0,1,-1,17,0,0,0,3,0,6,24,4,-1,0,0.0,0,0.0,1.162695133,0,-1,-1,0.125,2,1,1.162695133,0,9,24,0,4,-1,-1,-1
18551,347,0,2,2,2,0,0,0.0,0,0,1,-1,4,0,0,0,0,1,1,6,2,-1,0,0.0,0,0.0,0.331427916,0,-1,-1,0.333333333,2,1,0.331427916,0,2,6,0,4,-1,-1,-1
18570,350,0,2,6,18,6,0,0.0,0,0,1,-1,14,0,0,1,1,3,8,32,2,-1,0,0.0,0,0.0,1.816483012,0,-1,-1,0.28125,3,1,1.816483012,0,13,32,0,4,-1,-1,-1
18572,343,1,3,12,13,4,0,0.0,0,0,1,-1,25,0,0,0,3,4,8,33,3,-1,0,0.0,0,0.0,2.551675849,0,-1,-1,0.24242424199999998,3,1,2.551675849,0,15,33,0,4,-1,-1,-1
18574,350,0,5,5,10,6,0,0.0,0,0,1,-1,16,0,0,1,4,3,5,26,5,-1,0,0.0,0,0.0,1.9503213959999999,0,-1,-1,0.269230769,3,1,1.9503213959999999,0,13,26,0,4,-1,-1,-1
18575,350,0,5,31,11,11,0,0.0,0,0,1,-1,36,0,0,4,7,10,12,58,5,-1,0,0.0,0,0.0,1.40355831,0,-1,-1,0.18965517199999998,3,1,1.40355831,0,33,58,0,3,-1,-1,-1
18598,341,6,16,80,55,8,7,0.449489928,0,0,1,-1,114,6,1,13,20,11,47,165,16,-1,0,0.0,0,0.0,2.7468828910000003,2,-1,-1,0.090909091,2,1,3.1963728189999996,27,91,165,0,2,-1,-1,-1
18601,339,8,33,174,50,5,0,0.0,0,0,1,-1,196,0,0,31,29,48,51,270,33,-1,0,0.0,0,0.0,5.609986226,0,-1,-1,0.04444444400000001,2,1,5.609986226,0,159,270,0,3,-1,-1,-1
18603,352,5,92,124,144,11,0,0.0,0,0,1,-1,220,0,0,13,35,16,121,376,92,-1,0,0.0,0,0.0,8.477089073,0,-1,-1,0.08510638300000001,2,1,8.477089073,0,185,376,0,3,-1,-1,-1
18604,352,0,6,13,26,10,0,0.0,0,0,1,-1,24,0,0,0,4,3,13,55,6,-1,0,0.0,0,0.0,2.608769513,0,-1,-1,0.254545455,2,1,2.608769513,0,20,55,0,4,-1,-1,-1
18605,340,1,16,21,46,8,0,0.0,0,0,1,-1,59,0,0,0,4,9,24,92,16,-1,0,0.0,0,0.0,5.388475666000001,0,-1,-1,0.21739130399999998,2,1,5.388475666000001,0,37,92,0,4,-1,-1,-1
18606,352,0,12,9,18,3,0,0.0,0,0,1,-1,25,0,0,0,1,0,13,42,12,-1,0,0.0,0,0.0,1.217722681,0,-1,-1,0.11904761900000001,2,1,1.217722681,0,14,42,0,3,-1,-1,-1
18609,352,0,7,7,8,4,0,0.0,0,0,1,-1,16,0,0,2,0,1,9,26,7,-1,0,0.0,0,0.0,1.104889807,0,-1,-1,0.153846154,2,1,1.104889807,0,12,26,0,4,-1,-1,-1
18610,353,2,12,16,23,3,47,2.315935628,0,0,1,-1,33,61,3,2,5,2,15,56,12,-1,14,0.0,5,0.0,0.8005703409999999,0,-1,-1,0.14285714300000002,2,1,3.116505969,162,24,56,0,1,-1,-1,-1
18801,341,0,4,10,5,2,0,0.0,0,0,1,-1,16,0,0,2,1,2,6,21,4,-1,0,0.0,0,0.0,1.434963269,0,-1,-1,0.14285714300000002,2,1,1.434963269,0,11,21,0,4,-1,-1,-1
19062,331,0,4,4,16,4,0,0.0,0,0,1,-1,17,0,0,0,0,3,10,28,4,-1,0,0.0,0,0.0,3.0420339760000004,0,-1,-1,0.321428571,2,1,3.0420339760000004,0,13,28,0,4,-1,-1,-1
19327,346,2,4,3,15,2,0,0.0,0,0,1,-1,13,0,0,2,3,0,11,26,4,-1,0,0.0,0,0.0,2.568503214,0,-1,-1,0.153846154,2,1,2.568503214,0,16,26,0,4,-1,-1,-1
19328,346,3,12,8,28,4,0,0.0,0,0,1,-1,26,0,0,0,1,5,16,55,12,-1,0,0.0,0,0.0,3.669168962,0,-1,-1,0.272727273,2,1,3.669168962,0,22,55,0,4,-1,-1,-1
19329,345,0,11,7,30,1,0,0.0,0,0,1,-1,23,0,0,3,2,1,17,49,11,-1,0,0.0,0,0.0,2.7481404960000004,0,-1,-1,0.163265306,2,1,2.7481404960000004,0,23,49,0,4,-1,-1,-1
19330,346,3,4,6,26,5,0,0.0,0,0,1,-1,21,0,0,1,1,2,15,44,4,-1,0,0.0,0,0.0,3.36976584,0,-1,-1,0.318181818,2,1,3.36976584,0,19,44,0,4,-1,-1,-1
19331,345,0,4,4,13,1,0,0.0,0,0,1,-1,7,0,0,3,0,0,7,22,4,-1,0,0.0,0,0.0,1.2688475670000001,0,-1,-1,0.181818182,2,1,1.2688475670000001,0,10,22,0,4,-1,-1,-1
19332,347,0,5,2,13,0,0,0.0,0,0,1,-1,11,0,0,0,2,0,5,20,5,-1,0,0.0,0,0.0,0.871671258,0,-1,-1,0.3,2,1,0.871671258,0,7,20,0,4,-1,-1,-1
19334,333,0,9,10,22,2,0,0.0,0,0,1,-1,26,0,0,0,2,1,14,43,9,-1,0,0.0,0,0.0,1.759297521,0,-1,-1,0.209302326,2,1,1.759297521,0,17,43,0,4,-1,-1,-1
19335,333,0,5,30,19,6,18,0.933277186,0,0,1,-1,40,22,8,6,13,7,12,60,5,-1,35,0.0,0,0.0,0.528270105,0,-1,-1,0.133333333,2,1,1.461547291,106,38,60,0,1,-1,-1,-1
